0.0	0.001111456
0.5	0.001103095
1.0	0.001053486
1.5	0.001091389
2.0	0.001091389
2.5	0.001079684
3.0	0.001072995
3.5	0.001114243
4.0	0.001102537
4.5	0.001128735
5.0	0.00111703
5.5	0.001098078
6.0	0.001139883
6.5	0.001085258
7.0	0.001124833
7.5	0.001115357
8.0	0.001078569
8.5	0.001069651
9.0	0.001060732
9.5	0.001083028
10.0	0.001069093
10.5	0.001074667
11.0	0.001075782
11.5	0.001091947
12.0	0.001087487
12.5	0.001112013
13.0	0.001117587
13.5	0.001106439
14.0	0.001110898
14.5	0.001105324
15.0	0.001100308
15.5	0.001070208
16.0	0.001098635
16.5	0.001125391
17.0	0.001124833
17.5	0.001098078
18.0	0.001129292
18.5	0.001119817
19.0	0.001080241
19.5	0.001104209
20.0	0.001124833
20.5	0.001128735
21.0	0.001122046
21.5	0.001119259
22.0	0.001115915
22.5	0.001137096
23.0	0.001127063
23.5	0.001134866
24.0	0.001162736
24.5	0.00114267
25.0	0.001102537
25.5	0.00110198
26.0	0.001133194
26.5	0.001120374
27.0	0.001124276
27.5	0.001113685
28.0	0.001109226
28.5	0.001105324
29.0	0.001146014
29.5	0.001138211
30.0	0.00111257
30.5	0.001120931
31.0	0.001144342
31.5	0.001158277
32.0	0.001153818
32.5	0.001173327
33.0	0.001149916
33.5	0.001121489
34.0	0.001091389
34.5	0.001036207
35.0	0.000989942
35.5	0.000981581
36.0	0.001007222
36.5	0.000980467
37.0	0.001042338
37.5	0.001050699
38.0	0.001060175
38.5	0.001081913
39.0	0.00096263
39.5	0.001017812
40.0	0.000956498
40.5	0.000957056
41.0	0.000994402
41.5	0.000923612
42.0	0.000996074
42.5	0.000972106
43.0	0.000925841
43.5	0.000954826
44.0	0.000871774
44.5	0.00094535
45.0	0.000910792
45.5	0.000933645
46.0	0.000979352
46.5	0.000875675
47.0	0.000905775
47.5	0.000877905
48.0	0.000856724
48.5	0.00093476
49.0	0.000856724
49.5	0.000924169
50.0	0.000910234
50.5	0.000841117
51.0	0.000875118
51.5	0.000801541
52.0	0.000827739
52.5	0.000852822
53.0	0.000787606
53.5	0.000840559
54.0	0.000808787
54.5	0.000779245
55.0	0.000807115
55.5	0.000714029
56.0	0.000755834
56.5	0.000722948
57.0	0.000747473
57.5	0.000790393
58.0	0.000705668
58.5	0.000760851
59.0	0.000662749
59.5	0.000678913
60.0	0.000696193
60.5	0.000584155
61.0	0.000623731
61.5	0.000603107
62.0	0.000596975
62.5	0.000627632
63.0	0.000571335
63.5	0.000573007
64.0	0.000532317
64.5	0.000549596
65.0	0.000604779
65.5	0.000535661
66.0	0.000549039
66.5	0.000511136
67.0	0.00047379
67.5	0.000457625
68.0	0.000411361
68.5	0.000481594
69.0	0.000472675
69.5	0.000424739
70.0	0.00047156
70.5	0.00037736
71.0	0.000376802
71.5	0.000329981
72.0	0.000346703
72.5	0.000378475
73.0	0.000302668
73.5	0.000298766
74.0	0.000326079
74.5	0.000260863
75.0	0.000287061
75.5	0.000240797
76.0	0.000162761
76.5	0.000212369
77.0	0.000217943
77.5	0.000251387
78.0	0.000143809
78.5	0.000110365
79.0	0.00014158
79.5	0.00008361
80.0	0.000115939
80.5	8.86266E-05
81.0	4.68216E-05
81.5	6.07566E-05
82.0	-3.12144E-05
82.5	-0.000013935
83.0	-5.35104E-05
83.5	-6.35436E-05
84.0	-3.67884E-05
84.5	-9.53154E-05
85.0	-0.000058527
85.5	-0.00012653
86.0	-0.000140465
86.5	-0.000148826
87.0	-0.000201779
87.5	-0.000134891
88.0	-0.000141022
88.5	-0.000191746
89.0	-0.00016945
89.5	-0.000234108
90.0	-0.000249158
90.5	-0.000264765
91.0	-0.000293192
91.5	-0.000259191
92.0	-0.000340571
92.5	-0.000354506
93.0	-0.000344473
93.5	-0.000420837
94.0	-0.000410804
94.5	-0.00045874
95.0	-0.000463199
95.5	-0.000471003
96.0	-0.000494414
96.5	-0.000492742
97.0	-0.000537334
97.5	-0.000571335
98.0	-0.000585827
98.5	-0.000628747
99.0	-0.00057022
99.5	-0.000595861
100.0	-0.000604779
100.5	-0.000569105
101.0	-0.000649371
101.5	-0.000655502
102.0	-0.000677241
102.5	-0.000734653
103.0	-0.000712915
103.5	-0.00079318
104.0	-0.000765868
104.5	-0.000782032
105.0	-0.000863413
105.5	-0.000827182
106.0	-0.000880135
106.5	-0.000871774
107.0	-0.000905218
107.5	-0.000930858
108.0	-0.000931973
108.5	-0.001002205
109.0	-0.000954269
109.5	-0.000996631
110.0	-0.001052371
110.5	-0.00102896
111.0	-0.001049027
111.5	-0.001035092
112.0	-0.001022829
112.5	-0.001090832
113.0	-0.001099193
113.5	-0.001127063
114.0	-0.001139326
114.5	-0.001135981
115.0	-0.001231297
115.5	-0.001168868
116.0	-0.001222378
116.5	-0.001243559
117.0	-0.001279233
117.5	-0.001322153
118.0	-0.001301529
118.5	-0.001353925
119.0	-0.001333858
119.5	-0.001301529
120.0	-0.001375663
120.5	-0.001341662
121.0	-0.001413009
121.5	-0.001433633
122.0	-0.001391828
122.5	-0.001439764
123.0	-0.001396844
123.5	-0.001440879
124.0	-0.001496062
124.5	-0.001481569
125.0	-0.001525604
125.5	-0.001485471
126.0	-0.001511669
126.5	-0.001571868
127.0	-0.001556261
127.5	-0.001610329
128.0	-0.001614788
128.5	-0.001643215
129.0	-0.001623149
129.5	-0.001625936
130.0	-0.001658265
130.5	-0.001626493
131.0	-0.001640428
131.5	-0.001673315
132.0	-0.001665511
132.5	-0.0017023
133.0	-0.00169784
133.5	-0.001712333
134.0	-0.001734071
134.5	-0.00171512
135.0	-0.001691709
135.5	-0.001703972
136.0	-0.001699513
136.5	-0.001789254
137.0	-0.00174076
137.5	-0.001754695
138.0	-0.001727383
138.5	-0.001682233
139.0	-0.001734071
139.5	-0.001717907
140.0	-0.00174076
140.5	-0.001750236
141.0	-0.001732399
141.5	-0.001739645
142.0	-0.001718464
142.5	-0.001735744
143.0	-0.00180932
143.5	-0.001789254
144.0	-0.001827157
144.5	-0.001803189
145.0	-0.001794828
145.5	-0.001808206
146.0	-0.001750793
146.5	-0.001778106
147.0	-0.001758597
147.5	-0.001732399
148.0	-0.001773647
148.5	-0.001763056
149.0	-0.001799845
149.5	-0.001804304
150.0	-0.001793713
150.5	-0.001780893
151.0	-0.001787582
151.5	-0.00181155
152.0	-0.001810993
152.5	-0.001799287
153.0	-0.001839977
153.5	-0.001810435
154.0	-0.001799287
154.5	-0.001812665
155.0	-0.001812107
155.5	-0.001836076
156.0	-0.001841092
156.5	-0.001806533
157.0	-0.001816009
157.5	-0.00176863
158.0	-0.001779778
158.5	-0.001778663
159.0	-0.001756367
159.5	-0.001756367
160.0	-0.001751908
160.5	-0.001789254
161.0	-0.001768073
161.5	-0.0017965
162.0	-0.00178591
162.5	-0.00172794
163.0	-0.001745777
163.5	-0.001720136
164.0	-0.001696726
164.5	-0.001696168
165.0	-0.001637641
165.5	-0.001653806
166.0	-0.00166997
166.5	-0.001593049
167.0	-0.00163151
167.5	-0.001570196
168.0	-0.001589147
168.5	-0.001552916
169.0	-0.001495504
169.5	-0.00157577
170.0	-0.001521145
170.5	-0.001516128
171.0	-0.001551244
171.5	-0.00147488
172.0	-0.001485471
172.5	-0.001459831
173.0	-0.001447568
173.5	-0.001465962
174.0	-0.001412452
174.5	-0.001462618
175.0	-0.001400189
175.5	-0.001357826
176.0	-0.001381237
176.5	-0.001271987
177.0	-0.001306546
177.5	-0.001299299
178.0	-0.001302086
178.5	-0.00131212
179.0	-0.001206771
179.5	-0.001205656
180.0	-0.001134866
180.5	-0.001105882
181.0	-0.001145457
181.5	-0.001063519
182.0	-0.001119817
182.5	-0.001099193
183.0	-0.001012238
183.5	-0.001032862
184.0	-0.00094535
184.5	-0.000948137
185.0	-0.000936432
185.5	-0.000884594
186.0	-0.000920825
186.5	-0.000853379
187.0	-0.000824395
187.5	-0.000843346
188.0	-0.000751375
188.5	-0.000760851
189.0	-0.000688389
189.5	-0.000679471
190.0	-0.000709013
190.5	-0.000624845
191.0	-0.00062819
191.5	-0.000593074
192.0	-0.000558515
192.5	-0.000557957
193.0	-0.000489397
193.5	-0.000504447
194.0	-0.000451494
194.5	-0.000411361
195.0	-0.000406902
195.5	-0.000361753
196.0	-0.000337784
196.5	-0.000324407
197.0	-0.000294307
197.5	-0.0002787
198.0	-0.000223517
198.5	-0.000232993
199.0	-0.000162761
199.5	-9.64302E-05
200.0	-6.35436E-05
200.5	-2.17386E-05
201.0	-6.63306E-05
201.5	-0.000030657
202.0	0.00005574
202.5	8.69544E-05
203.0	0.000141022
203.5	0.000149941
204.0	0.000186729
204.5	0.000231321
205.0	0.000200107
205.5	0.000240797
206.0	0.000266995
206.5	0.000260306
207.0	0.000351719
207.5	0.000361753
208.0	0.000408574
208.5	0.000444805
209.0	0.000442018
209.5	0.000498873
210.0	0.000480479
210.5	0.000570778
211.0	0.000601435
211.5	0.000617042
212.0	0.000653273
212.5	0.000650486
213.0	0.000699537
213.5	0.000753605
214.0	0.000755834
214.5	0.000819935
215.0	0.000844461
215.5	0.000850035
216.0	0.000920825
216.5	0.000910792
217.0	0.00097768
217.5	0.000980467
218.0	0.001008894
218.5	0.00108693
219.0	0.001069093
219.5	0.001127063
220.0	0.001162736
220.5	0.001187262
221.0	0.001256937
221.5	0.001276446
222.0	0.001330514
222.5	0.001349465
223.0	0.001353925
223.5	0.00140632
224.0	0.001431403
224.5	0.001452584
225.0	0.001470421
225.5	0.001494389
226.0	0.001574655
226.5	0.001564622
227.0	0.001598066
227.5	0.001634854
228.0	0.001655478
228.5	0.001692266
229.0	0.001710103
229.5	0.001731842
230.0	0.001768073
230.5	0.001776991
231.0	0.001832174
231.5	0.001836076
232.0	0.001831059
232.5	0.001879553
233.0	0.001906308
233.5	0.001987131
234.0	0.001982114
234.5	0.001983229
235.0	0.002049002
235.5	0.002048445
236.0	0.002096381
236.5	0.002136514
237.0	0.002135957
237.5	0.002169401
238.0	0.002195041
238.5	0.002263044
239.0	0.002234617
239.5	0.002271405
240.0	0.002278094
240.5	0.002290914
241.0	0.002329375
241.5	0.002363933
242.0	0.00235613
242.5	0.002363376
243.0	0.002395148
243.5	0.002420788
244.0	0.002434723
244.5	0.002419673
245.0	0.002486004
245.5	0.002475971
246.0	0.002487119
246.5	0.00250607
247.0	0.002516104
247.5	0.002535055
248.0	0.002535613
248.5	0.002559023
249.0	0.002593025
249.5	0.002602501
250.0	0.002637059
250.5	0.002608632
251.0	0.002586893
251.5	0.002635945
252.0	0.002607517
252.5	0.00266047
253.0	0.002701718
253.5	0.002722342
254.0	0.002750212
254.5	0.002766934
255.0	0.00275913
255.5	0.002795361
256.0	0.002823788
256.5	0.002834379
257.0	0.002822674
257.5	0.002829362
258.0	0.002827133
258.5	0.002849986
259.0	0.002888447
259.5	0.002847757
260.0	0.002846084
260.5	0.00287284
261.0	0.002877299
261.5	0.002903497
262.0	0.002892349
262.5	0.002906841
263.0	0.002886775
263.5	0.002882315
264.0	0.00291353
264.5	0.002897365
265.0	0.002901267
